928.080627,470.613922,939.067993,496.898315
925.235107,204.086243,941.815125,229.315552
807.417786,509.394379,731.633911,530.156433
659.423279,500.487396,731.633911,530.156433
763.617981,204.146194,691.255493,225.713272
588.005676,496.427185,579.388367,521.279968
687.230469,204.545227,611.748901,225.388275
885.072510,469.079926,811.947083,490.030548
884.323608,425.404755,895.279785,450.869080
883.798523,381.694122,895.937500,407.338989
843.613586,380.563538,771.901306,316.155304
541.617920,206.687683,533.805115,225.926636
550.232788,451.798706,537.818848,475.974854
621.838562,455.918152,615.418579,479.563751
651.475769,249.245453,611.989929,312.494843
688.148376,291.722717,611.989929,312.494843
687.597961,249.148224,611.942993,269.976715
652.380432,332.679962,614.117859,396.416901
691.415405,375.516876,614.117859,396.416901
585.236023,413.045441,576.010864,436.253479
655.687134,456.384796,653.328613,481.630920
655.380371,374.592377,731.546265,400.903229
618.204163,372.034088,611.989929,312.494843
586.692383,452.336853,578.276001,477.855133
620.565918,414.807068,615.557800,438.210480
615.349609,291.535675,611.989929,312.494843
615.324097,249.367615,611.942993,269.976715
583.063965,371.612152,575.727783,394.977295
921.735413,249.557404,937.054504,275.117706
922.606995,426.432098,934.975830,452.905243
622.582092,489.385620,615.187500,515.028503
694.277466,493.662109,692.493103,519.925598
882.474976,208.972168,897.638245,233.227417
768.719604,498.552704,692.493103,519.925598
922.243408,338.263733,936.455200,364.594666
801.250732,210.393341,731.511292,232.184677
578.085815,214.685104,573.784485,234.124603
724.314758,212.712601,651.714661,234.234863
745.184082,518.414307,828.529419,551.719788
974.988403,904.884277,1012.132141,975.463806
966.801941,898.903442,1031.111328,928.050720
977.914368,905.241272,1012.132141,975.463806
942.697388,490.521576,952.867065,515.491394
552.870117,411.146301,540.087036,352.903534
550.051453,332.382111,540.087036,352.903534
933.431519,908.333618,996.379150,937.784180
719.295227,516.437439,797.099670,548.505615
546.955566,251.147583,538.975464,269.618591
577.680481,507.394012,565.386780,533.441345
888.727905,737.952820,917.666931,728.502747
937.618591,309.423645,954.680725,245.503784
940.170410,366.826355,956.260986,303.608612
916.657166,460.048553,928.969238,398.100708
922.740845,509.859680,935.826782,539.164429
876.927490,501.407593,803.231201,522.271667
635.897705,472.281097,630.586609,497.755157
708.412720,476.917969,676.308899,465.073395
639.942444,731.260010,695.747681,757.643799
894.099915,480.175568,821.467712,414.740509
599.248169,429.819183,675.863098,381.190826
794.674194,434.371674,719.661194,455.376709
856.403198,454.368408,782.958252,475.720642
911.274597,486.104340,838.235596,507.135773
610.491882,883.062683,664.816895,915.222717
778.508667,476.454407,782.768250,502.238678
643.873413,480.088196,638.276672,505.205994
648.857178,484.662750,567.787170,505.498322
665.941711,428.555695,625.881592,492.885162
703.950439,471.949371,625.881592,492.885162
633.901184,470.460083,627.062622,412.522064
914.710632,215.395813,930.666138,240.900635
668.043945,486.465820,625.399048,468.093811
566.656372,468.462036,555.274597,493.438049
911.374939,218.702469,867.398254,304.677094
631.655090,467.980896,624.393799,409.890350
681.802124,472.459015,667.068420,509.069122
744.666443,436.795258,747.443604,461.820953
739.864014,432.274567,663.849365,453.086456
816.594788,435.974274,742.438110,371.931885
670.362610,433.107422,675.863098,381.190826
780.585510,448.049438,745.340393,428.710083
897.062012,483.483490,824.075623,504.241302
678.267212,440.807159,628.649963,495.672302
817.804810,494.854370,760.353699,500.287994
912.351074,308.377625,926.476196,334.027008
682.958130,445.257111,625.881592,492.885162
741.616943,490.688904,664.503906,511.467285
596.692322,482.308380,586.337280,424.652985
915.595154,283.967224,888.006409,263.992157
913.160278,440.069611,924.658691,466.002228
819.244812,438.599335,839.330383,388.602570
632.718201,441.000214,626.652405,381.830750
607.268738,437.581879,667.965698,373.661255
912.786743,368.841522,882.868042,436.745087
792.736389,322.388702,702.030151,327.699127
892.030640,238.876923,821.941711,262.738434
758.432617,490.912445,760.243958,516.713745
896.604431,412.734436,841.365234,418.389648
794.742493,450.825012,719.441040,472.574951
834.626282,495.283234,760.243958,516.713745
752.170959,444.371490,678.449463,467.382080
833.312988,436.167847,742.772583,473.599640
914.995850,238.712936,930.593018,264.401367
874.608887,260.065308,803.886230,282.795380
716.102539,484.201080,638.276672,505.205994
628.212219,386.270508,564.329224,340.644043
870.913452,483.886475,785.769165,516.084106
684.626831,486.828949,760.243958,516.713745
850.507813,238.788101,780.354614,262.435333
819.635254,449.987640,879.335938,509.736206
632.069519,484.481262,626.177551,509.217468
610.861816,468.532104,667.068420,509.069122
817.663330,478.360779,824.075623,504.241302
613.220642,466.326813,566.673523,448.111359
646.614868,427.118591,625.399048,468.093811
916.237488,304.862305,930.076599,330.580536
872.627136,411.272156,841.804443,391.330475
560.589050,440.337982,548.152100,382.120911
630.192322,443.413818,586.337280,424.652985
896.837585,456.443573,824.417358,477.924591
576.762085,424.181702,566.673523,448.111359
648.279419,468.216248,604.304626,449.921997
594.658020,425.269775,585.879150,366.422852
589.076721,262.116577,602.019897,299.384064
679.070801,389.921143,677.941711,413.883270
756.789063,449.097565,680.877319,470.305939
875.112061,327.154175,780.334290,326.461029
668.280762,431.256348,678.449463,467.382080
795.160400,476.452179,719.308105,412.758301
704.304871,488.631714,626.177551,509.217468
873.042297,454.775665,799.760559,476.144623
644.236084,429.692688,639.501709,454.097443
899.501343,453.844757,910.525818,479.580444
775.886230,305.984070,702.030151,327.699127
895.128357,235.560928,825.228149,259.356537
912.874573,352.398346,926.930847,289.124786
630.041382,426.763336,566.789795,464.674072
740.208130,448.679352,664.172424,469.727600
